"","Sample","WRS_Statistic","AB_Statistic","WRSAB_Max","VW_Statistic","Mood_Statistic","VWM_Max","Lepage","Cucconi","SLVM","Wilcoxon_p","VanWaerden_p","AnsariBradley_p","Mood_p"
"1",1,0.0796084166404533,1.57676261298291,1.57676261298291,0.00265083842870219,1.50113597322206,1.50113597322206,2.49251783770068,1.12987335505068,2.25341623704573,0.938981412620164,0.997905313815363,0.114781863525267,0.13315859531232
"2",2,0.0612372435695795,1.5707591001403,1.5707591001403,0.207586813631812,1.47823975866912,1.47823975866912,2.47103415067356,1.09447139205507,2.22828506930394,0.95360675869562,0.835492256193492,0.116170200096497,0.138969889900049
"3",3,0.575630089554047,1.19109694797369,1.19109694797369,0.572100457577348,1.03657689554931,1.03657689554931,1.75006193947223,0.702920830193323,1.40179059394686,0.566919396399592,0.567225342646244,0.233530251595439,0.299496129953922
"4",4,0.0857321409974112,0.92165929159738,0.92165929159738,0.106673766766509,0.832650218200635,0.832650218200635,0.856805849787784,0.350328192934783,0.704685678385721,0.934110613574224,0.915079323905316,0.356615469831964,0.40448266394503
"5",5,2.78935644459434,1.67486001283114,2.78935644459434,2.81162200437801,1.67195847577195,2.81162200437801,10.5856654375807,5.28797725985283,10.7006634402083,0.00532940004589226,0.00492857390340087,0.093903184555747,0.094289449736447
"6",6,1.95652993204806,0.00924540977761827,1.95652993204806,1.73249219418885,0.0645574038630599,1.73249219418885,3.82809485260196,1.91608851669677,3.00569686131883,0.0507538642971526,0.0831789371946984,0.992622021821732,0.948610333863831
"7",7,1.14513645475114,1.49727610294676,1.49727610294676,0.832651302017762,1.98984691431627,1.98984691431627,3.55317322845543,2.635414121207,4.65279893316586,0.253401973182314,0.405022953546369,0.134252378299614,0.0464524547894078
"8",8,0.532764019055341,1.33806294236076,1.33806294236076,0.340086209994687,1.27259237731545,1.27259237731545,2.07424993771914,0.951664429400695,1.73514998902994,0.596302434812337,0.733771620429383,0.180799844280295,0.202858749618979
"9",9,0.56644450301861,0.744075381712996,0.744075381712996,0.554009068654174,0.557500346699282,0.557500346699282,0.874507548671341,0.31583300578491,0.617732684720885,0.573157074786696,0.579600972962083,0.456749742906449,0.576792178564517
"10",10,0.257196422992234,0.652221635221074,0.652221635221074,0.311931518777126,0.461536219285602,0.461536219285602,0.491543061450452,0.139582840856224,0.310316954119051,0.79938243888238,0.75505890820459,0.514179639061967,0.643932881565707
"11",11,0.927744240079129,0.0030017564213047,0.927744240079129,0.925672877093646,0.0835781589452966,0.925672877093646,0.860718385541613,0.433847341826343,0.863855584039513,0.355109384833592,0.354582281802371,0.997604515063122,0.933526796105711
"12",12,1.14207459257266,1.36868085785807,1.36868085785807,1.01293257823204,1.58741145195897,1.58741145195897,3.1776216656671,1.91210474640525,3.5459075258543,0.254676957194659,0.311075738666709,0.171023779893966,0.112169783966358
"13",13,1.30741515021052,1.46665818744945,1.46665818744945,1.65613000450426,1.87588515312062,1.87588515312062,3.86042061381251,2.61413974134919,6.26171169951767,0.192093288094162,0.0977049457780219,0.136141495753692,0.060480866593407
